id,GlobalDockQ,Rank
7QWV_A_7QWV_B,0.78,001
7QWV_A_7QWV_B,0.77,002
7QWV_A_7QWV_B,0.77,003
7QWV_A_7QWV_B,0.72,004
7QWV_A_7QWV_B,0.77,005
7UDJ_authH_7UDJ_authG,0.48,001
7UDJ_authH_7UDJ_authG,0.32,002
7UDJ_authH_7UDJ_authG,0.15,003
7UDJ_authH_7UDJ_authG,0.53,004
7UDJ_authH_7UDJ_authG,0.38,005
7UE2_A_7UE2_B,0.4,001
7UE2_A_7UE2_B,0.04,002
7UE2_A_7UE2_B,0.25,003
7UE2_A_7UE2_B,0.26,004
7UE2_A_7UE2_B,0.6,005
7UI8_A_7UI8_B,0.84,001
7UI8_A_7UI8_B,0.84,002
7UI8_A_7UI8_B,0.84,003
7UI8_A_7UI8_B,0.84,004
7UI8_A_7UI8_B,0.8,005
7YC2_C_7YC2_E,0.57,001
7YC2_C_7YC2_E,0.53,002
7YC2_C_7YC2_E,0.53,003
7YC2_C_7YC2_E,0.38,004
7YC2_C_7YC2_E,0.46,005
8ARN_A_8ARN_C,0.95,001
8ARN_A_8ARN_C,0.95,002
8ARN_A_8ARN_C,0.94,003
8ARN_A_8ARN_C,0.95,004
8ARN_A_8ARN_C,0.94,005
8BQ3_A_8BQ3_B,0.9,001
8BQ3_A_8BQ3_B,0.9,002
8BQ3_A_8BQ3_B,0.9,003
8BQ3_A_8BQ3_B,0.9,004
8BQ3_A_8BQ3_B,0.9,005
8BRH_A_8BRH_B,0.9,001
8BRH_A_8BRH_B,0.91,002
8BRH_A_8BRH_B,0.9,003
8BRH_A_8BRH_B,0.9,004
8BRH_A_8BRH_B,0.79,005
8BUW_AB_8BUW_C,0.07,001
8BUW_AB_8BUW_C,0.07,002
8BUW_AB_8BUW_C,0.08,003
8BUW_AB_8BUW_C,0.23,004
8BUW_AB_8BUW_C,0.07,005
8CBP_A_8CBP_C,0.43,001
8CBP_A_8CBP_C,0.45,002
8CBP_A_8CBP_C,0.05,003
8CBP_A_8CBP_C,0.07,004
8CBP_A_8CBP_C,0.2,005
8FG6_B_8FG6_A,0.83,001
8FG6_B_8FG6_A,0.85,002
8FG6_B_8FG6_A,0.8,003
8FG6_B_8FG6_A,0.81,004
8FG6_B_8FG6_A,0.8,005
8G4Y_A_8G4Y_B,0.02,001
8G4Y_A_8G4Y_B,0.03,002
8G4Y_A_8G4Y_B,0.03,003
8G4Y_A_8G4Y_B,0.08,004
8G4Y_A_8G4Y_B,0.06,005
8GAL_A_8GAL_B,0.76,001
8GAL_A_8GAL_B,0.78,002
8GAL_A_8GAL_B,0.74,003
8GAL_A_8GAL_B,0.76,004
8GAL_A_8GAL_B,0.75,005
8GJG_A_8GJG_B,0.72,001
8GJG_A_8GJG_B,0.73,002
8GJG_A_8GJG_B,0.73,003
8GJG_A_8GJG_B,0.75,004
8GJG_A_8GJG_B,0.76,005
8GJI_A_8GJI_B,0.75,001
8GJI_A_8GJI_B,0.73,002
8GJI_A_8GJI_B,0.73,003
8GJI_A_8GJI_B,0.74,004
8GJI_A_8GJI_B,0.72,005
8HDJ_B_8HDJ_A,0.82,001
8HDJ_B_8HDJ_A,0.87,002
8HDJ_B_8HDJ_A,0.84,003
8HDJ_B_8HDJ_A,0.84,004
8HDJ_B_8HDJ_A,0.84,005
8HIB_authAauthBauthV_8HIB_D,0.58,001
8HIB_authAauthBauthV_8HIB_D,0.58,002
8HIB_authAauthBauthV_8HIB_D,0.17,003
8HIB_authAauthBauthV_8HIB_D,0.48,004
8HIB_authAauthBauthV_8HIB_D,0.18,005
8I3G_A_8I3G_D,0.46,001
8I3G_A_8I3G_D,0.51,002
8I3G_A_8I3G_D,0.39,003
8I3G_A_8I3G_D,0.4,004
8I3G_A_8I3G_D,0.03,005
8IA4_AB_8IA4_authQ,0.26,001
8IA4_AB_8IA4_authQ,0.25,002
8IA4_AB_8IA4_authQ,0.26,003
8IA4_AB_8IA4_authQ,0.27,004
8IA4_AB_8IA4_authQ,0.26,005
8IVZ_A_8IVZ_C,0.61,001
8IVZ_A_8IVZ_C,0.6,002
8IVZ_A_8IVZ_C,0.6,003
8IVZ_A_8IVZ_C,0.59,004
8IVZ_A_8IVZ_C,0.58,005
8J5U_A_8J5U_B,0.82,001
8J5U_A_8J5U_B,0.44,002
8J5U_A_8J5U_B,0.54,003
8J5U_A_8J5U_B,0.55,004
8J5U_A_8J5U_B,0.56,005
8JJ9_A_8JJ9_C,0.86,001
8JJ9_A_8JJ9_C,0.86,002
8JJ9_A_8JJ9_C,0.84,003
8JJ9_A_8JJ9_C,0.87,004
8JJ9_A_8JJ9_C,0.88,005
8JZD_A_8JZD_B,0.8,001
8JZD_A_8JZD_B,0.79,002
8JZD_A_8JZD_B,0.81,003
8JZD_A_8JZD_B,0.88,004
8JZD_A_8JZD_B,0.8,005
8PEF_A_8PEF_B,0.18,001
8PEF_A_8PEF_B,0.32,002
8PEF_A_8PEF_B,0.29,003
8PEF_A_8PEF_B,0.11,004
8PEF_A_8PEF_B,0.11,005
8QLM_A_8QLM_C,0.3,001
8QLM_A_8QLM_C,0.48,002
8QLM_A_8QLM_C,0.24,003
8QLM_A_8QLM_C,0.31,004
8QLM_A_8QLM_C,0.28,005
8RTE_A_8RTE_authD,0.93,001
8RTE_A_8RTE_authD,0.93,002
8RTE_A_8RTE_authD,0.92,003
8RTE_A_8RTE_authD,0.93,004
8RTE_A_8RTE_authD,0.95,005
8S6A_A_8S6A_authP,0.36,001
8S6A_A_8S6A_authP,0.37,002
8S6A_A_8S6A_authP,0.36,003
8S6A_A_8S6A_authP,0.37,004
8S6A_A_8S6A_authP,0.38,005
8S6O_AKM_8S6O_B,0.34,001
8S6O_AKM_8S6O_B,0.02,002
8S6O_AKM_8S6O_B,0.04,003
8S6O_AKM_8S6O_B,0.15,004
8S6O_AKM_8S6O_B,0.15,005
8S6U_AauthQ_8S6U_C,0.29,001
8S6U_AauthQ_8S6U_C,0.11,002
8S6U_AauthQ_8S6U_C,0.11,003
8S6U_AauthQ_8S6U_C,0.11,004
8S6U_AauthQ_8S6U_C,0.29,005
8SAO_authB_8SAO_A,0.8,001
8SAO_authB_8SAO_A,0.65,002
8SAO_authB_8SAO_A,0.75,003
8SAO_authB_8SAO_A,0.69,004
8SAO_authB_8SAO_A,0.71,005
8T5E_A_8T5E_B,0.72,001
8T5E_A_8T5E_B,0.73,002
8T5E_A_8T5E_B,0.72,003
8T5E_A_8T5E_B,0.73,004
8T5E_A_8T5E_B,0.73,005
8TEE_A_8TEE_C,0.76,001
8TEE_A_8TEE_C,0.74,002
8TEE_A_8TEE_C,0.75,003
8TEE_A_8TEE_C,0.76,004
8TEE_A_8TEE_C,0.73,005
8TG8_A_8TG8_B,0.58,001
8TG8_A_8TG8_B,0.36,002
8TG8_A_8TG8_B,0.51,003
8TG8_A_8TG8_B,0.38,004
8TG8_A_8TG8_B,0.26,005
8U1Z_A_8U1Z_B,0.08,001
8U1Z_A_8U1Z_B,0.08,002
8U1Z_A_8U1Z_B,0.07,003
8U1Z_A_8U1Z_B,0.1,004
8U1Z_A_8U1Z_B,0.07,005
8UC6_authB_8UC6_authE,0.11,001
8UC6_authB_8UC6_authE,0.13,002
8UC6_authB_8UC6_authE,0.15,003
8UC6_authB_8UC6_authE,0.14,004
8UC6_authB_8UC6_authE,0.1,005
8UH1_A_8UH1_B,0.92,001
8UH1_A_8UH1_B,0.89,002
8UH1_A_8UH1_B,0.89,003
8UH1_A_8UH1_B,0.88,004
8UH1_A_8UH1_B,0.89,005
8VGC_AB_8VGC_authP,0.4,001
8VGC_AB_8VGC_authP,0.78,002
8VGC_AB_8VGC_authP,0.8,003
8VGC_AB_8VGC_authP,0.37,004
8VGC_AB_8VGC_authP,0.38,005
8WKD_A_8WKD_authC,0.83,001
8WKD_A_8WKD_authC,0.8,002
8WKD_A_8WKD_authC,0.83,003
8WKD_A_8WKD_authC,0.83,004
8WKD_A_8WKD_authC,0.83,005
8WU8_A_8WU8_D,0.69,001
8WU8_A_8WU8_D,0.72,002
8WU8_A_8WU8_D,0.72,003
8WU8_A_8WU8_D,0.75,004
8WU8_A_8WU8_D,0.73,005
8Y1U_A_8Y1U_B,0.81,001
8Y1U_A_8Y1U_B,0.07,002
8Y1U_A_8Y1U_B,0.07,003
8Y1U_A_8Y1U_B,0.07,004
8Y1U_A_8Y1U_B,0.44,005
8Y47_A_8Y47_B,0.88,001
8Y47_A_8Y47_B,0.84,002
8Y47_A_8Y47_B,0.83,003
8Y47_A_8Y47_B,0.04,004
8Y47_A_8Y47_B,0.25,005
8YM2_A_8YM2_B,0.75,001
